Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years_Operating,Outlet_Age_Category,Item_Category_Code,Item_Numeric_ID,Price_per_Weight_Ratio,High_Value_Item,Has_Zero_Visibility,Item_Visibility_Corrected,MRP_Price_Segment,Weight_Category,Store_Avg_Sales,Store_Sales_Std,Store_Product_Count,Store_Median_Sales,Store_Min_Sales,Store_Max_Sales,Store_Sales_Range,Market_Segment,Outlet_Item_Interaction,Size_Location_Interaction,Visibility_Type_Ratio,MRP_Type_Ratio
FDF41,12.15,0,0.131383762,5,246.046,OUT049,1999,1,0,1,1231.73,14,0,1,0,20.250699588477364,1,0,0.131383762,2,2,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,1,21,1,1.8296150112783371,1.8029655932791062
FDB56,8.75,1,0.07461309,6,187.4556,OUT035,2004,2,1,1,3755.112,9,0,1,0,21.423497142857144,1,0,0.07461309,3,2,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,22,4,1.0178502232801394,1.299030467410762
NCP18,12.15,0,0.028459761,9,149.9708,OUT027,1985,1,2,3,4363.6532,28,1,2,0,12.343275720164609,0,0,0.028459761,4,2,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,57,2,0.4504135264022131,1.0082985630183123
FDB56,8.75,1,0.074627201,6,187.8556,OUT046,1997,2,0,1,1314.2892,16,1,1,0,21.46921142857143,1,0,0.074627201,3,2,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,22,3,1.0180427214664591,1.3018023887988897
FDT28,13.3,0,0.063695084,5,151.0708,OUT045,2002,2,1,1,1805.6496,11,0,1,0,11.358706766917292,0,0,0.063695084,4,0,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,21,4,0.8870006464804581,1.107010292990535
FDD10,20.6,1,0.045797829,13,178.5344,OUT027,1985,1,2,3,2854.9504,28,1,1,0,8.66671844660194,0,0,0.045797829,3,3,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,61,2,0.6407047706092216,1.2189951033786104
FDW57,8.31,1,0.115857223,13,179.1028,OUT049,1999,1,0,1,3896.2616,14,0,1,0,21.552683513838748,0,0,0.115857223,3,1,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,29,1,1.6208252029945882,1.2228760182989864
DRB48,16.75,1,0.024832806,14,38.7822,OUT013,1987,0,2,1,667.7974,26,1,0,0,2.315355223880597,0,0,0.024832806,0,0,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,0,30,0,0.35523160449086155,0.28641900171922346
FDP09,19.75,0,0.034027909,13,212.0902,OUT018,2009,1,2,2,3185.853,4,2,1,0,10.73874430379747,1,0,0.034027909,2,3,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,1,45,2,0.47604535206584725,1.448107005006263
FDH14,17.1,1,0.0467696,3,141.1838,OUT013,1987,0,2,1,2247.7408,26,1,1,0,8.256362573099414,0,0,0.0467696,4,3,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,19,0,0.6512860193572915,1.018488289694924
FDA47,10.5,1,0.116576702,0,163.121,OUT013,1987,0,2,1,1794.331,26,1,1,0,15.535333333333334,0,0,0.116576702,3,2,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,16,0,1.5904703666332747,1.279799592262502
FDG12,6.635,1,0.0,0,121.3098,OUT045,2002,2,1,1,2530.7058,11,0,1,0,18.283315749811607,0,1,0.07329699719383698,4,1,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,16,4,1.0,0.9517611624343012
DRE60,9.395,0,0.278974075,14,225.372,OUT019,1985,2,0,0,679.116,28,1,0,0,23.988504523682813,1,0,0.278974075,2,2,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,1,14,3,3.990705209616825,1.6644445971467536
DRK49,14.15,0,0.035913805,14,41.4138,OUT013,1987,0,2,1,812.276,26,1,0,0,2.9267703180212017,0,0,0.035913805,0,0,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,0,30,0,0.5137445431467522,0.30585421284505715
FDD03,13.3,0,0.079806266,4,232.53,OUT046,1997,2,0,1,699.09,16,1,1,0,17.48345864661654,1,0,0.079806266,2,0,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,1,20,3,1.053821942802998,1.579354917733196
FDS52,8.89,0,0.005505481,5,102.4016,OUT017,2007,2,1,1,2732.4432,6,2,1,0,11.518740157480314,0,0,0.005505481,1,2,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,21,4,0.07666785094727056,0.7503741637609622
FDW39,6.69,1,0.064625342,10,176.937,OUT019,1985,2,0,0,176.437,28,1,1,0,26.44798206278027,0,0,0.064625342,3,1,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,2,10,3,1.0138749610242486,1.2612129201811295
FDX34,6.195,0,0.071636937,13,121.7098,OUT027,1985,1,2,3,4097.3332,28,1,1,0,19.64645682001614,0,0,0.071636937,4,1,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,61,2,1.0021900227570233,0.8310087592821886
FDV11,9.1,1,0.0,1,173.2054,OUT045,2002,2,1,1,3151.8972,11,0,1,0,19.03356043956044,0,1,0.07362370954198473,3,2,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,17,4,1.0,1.225020050434341
FDD17,7.5,0,0.032677678,5,239.0906,OUT049,1999,1,0,1,5942.265,14,0,1,0,31.878746666666665,1,0,0.032677678,2,1,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,1,21,1,0.45506057439974873,1.7519981039173873
FDZ16,16.85,1,0.160760054,5,192.4478,OUT017,2007,2,1,1,4843.695,6,2,1,0,11.421234421364984,1,0,0.160760054,3,3,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,21,4,2.2387013702067393,1.4102109438977215
FDZ46,7.485,0,0.06911065,13,109.0228,OUT035,2004,2,1,1,2542.0244,9,0,1,0,14.565504342017368,0,0,0.06911065,1,1,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,29,4,0.9668476458764934,0.7443846079894159
DRA12,11.6,0,0.041177505,14,140.3154,OUT017,2007,2,1,1,2552.6772,6,2,0,0,12.096155172413795,0,0,0.041177505,4,2,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,30,4,0.5890414144128728,1.0362742906238822
FDY58,11.65,0,0.040081193,13,227.0694,OUT018,2009,1,2,2,1141.847,4,2,1,0,19.490935622317597,1,0,0.040081193,2,2,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,1,45,2,0.560729888895147,1.550381812844578
NCF19,13.0,0,0.035307322,9,47.5034,OUT017,2007,2,1,1,680.4476,6,2,2,0,3.6541076923076923,0,0,0.035307322,0,0,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,0,25,4,0.5587852761602053,0.31937957227996444
DRJ13,12.65,0,0.063017847,14,159.0578,OUT045,2002,2,1,1,2085.9514,11,0,0,0,12.573739130434781,0,0,0.063017847,3,0,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,30,4,0.9014660244746255,1.1746929336565717
FDB14,20.25,1,0.171938781,3,92.512,OUT010,1998,2,2,0,186.424,15,0,1,0,4.568493827160494,0,0,0.171938781,1,3,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,3,5,2.394318622580375,0.6673739384848462
FDJ38,8.6,1,0.040197932,3,190.153,OUT035,2004,2,1,1,3036.048,9,0,1,0,22.11081395348837,1,0,0.040197932,3,1,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,19,4,0.5597728250546313,1.3717480599782617
FDW11,12.6,0,0.049058014,1,62.7194,OUT017,2007,2,1,1,866.8716,6,2,1,0,4.977730158730159,0,0,0.049058014,0,2,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,0,17,4,0.6663344499372736,0.443591958167653
FDL40,17.7,0,0.01161096,5,95.041,OUT035,2004,2,1,1,868.869,9,0,1,0,5.36954802259887,0,0,0.01161096,1,3,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,21,4,0.16169111302622255,0.6964374667779176
DRI49,14.15,0,0.183507295,14,82.4276,OUT046,1997,2,0,1,1137.1864,16,1,0,0,5.825272084805653,0,0,0.183507295,0,0,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,0,30,3,2.625059400803431,0.6087542972320152
FDV38,19.25,0,0.102349519,4,52.7956,OUT017,2007,2,1,1,928.1252,6,2,1,0,2.7426285714285714,0,0,0.102349519,0,3,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,0,20,4,1.3515000057455682,0.3585902485471755
DRG23,8.88,0,0.086708987,7,151.7682,OUT013,1987,0,2,1,762.341,26,1,0,0,17.091013513513513,0,0,0.086708987,4,2,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,23,0,1.232049336525981,1.1054165541299161
NCP30,20.5,0,0.032835147,9,40.2822,OUT045,2002,2,1,1,707.0796,11,0,2,0,1.9649853658536587,0,0,0.032835147,0,3,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,0,25,4,0.5196598225194178,0.27082928393538114
FDY25,12.0,0,0.033809913,3,180.5976,OUT027,1985,1,2,3,7968.2944,28,1,1,0,15.0498,0,0,0.033809913,3,2,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,51,2,0.47081701901633405,1.3028161924173172
NCH54,13.5,0,0.07266912,9,160.292,OUT046,1997,2,0,1,1438.128,16,1,2,0,11.873481481481482,0,0,0.07266912,3,0,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,25,3,1.150085364376236,1.0776910789522447
NCR53,12.15,0,0.144338493,8,224.4404,OUT027,1985,1,2,3,6976.2524,28,1,2,0,18.472460905349795,1,0,0.144338493,2,2,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,1,56,2,2.392145107619861,1.6861515998414232
FDS52,8.89,0,0.009163216,5,101.7016,OUT010,1998,2,2,0,101.2016,15,0,1,0,11.44,0,0,0.009163216,1,2,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,5,5,0.12760448696229174,0.7452447330232328
FDG02,7.855,0,0.011307038,3,188.5188,OUT018,2009,1,2,2,952.094,4,2,1,0,23.999847231063015,1,0,0.011307038,3,1,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,35,2,0.15745517964108374,1.359959075951628
NCO26,7.235,0,0.076855628,9,116.0492,OUT046,1997,2,0,1,1969.4364,16,1,2,0,16.03997235659986,0,0,0.076855628,1,1,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,25,3,1.2163424152204463,0.7802334961167422
FDH35,18.25,0,0.059956876,15,165.4526,OUT027,1985,1,2,3,5262.4832,28,1,1,0,9.065895890410959,0,0,0.059956876,3,3,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,63,2,0.8214375285642593,1.1048446176377287
FDB51,6.92,0,0.038532062,4,60.5852,OUT045,2002,2,1,1,1314.2892,11,0,1,0,8.755086705202313,0,0,0.038532062,0,1,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,0,20,4,0.5088063190056475,0.41149758552380006
FDX44,9.3,0,0.043209581,6,90.8172,OUT017,2007,2,1,1,535.3032,6,2,1,0,9.765290322580645,0,0,0.043209581,1,2,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,22,4,0.5894526237780967,0.62934534772467
NCN07,18.5,0,0.056816465,11,132.1284,OUT010,1998,2,2,0,263.6568,15,0,2,0,7.142075675675676,0,0,0.056816465,4,3,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,11,5,0.9252524439354037,0.9879124709483234
NCC31,8.02,0,0.019866705,9,154.5972,OUT035,2004,2,1,1,1402.1748,9,0,2,0,19.27645885286783,0,0,0.019866705,4,1,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,25,4,0.3144169993923167,1.039403234540688
NCX54,9.195,0,0.048331717,9,105.1622,OUT017,2007,2,1,1,1693.7952,6,2,2,0,11.43688961392061,0,0,0.048331717,1,2,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,25,4,0.7649136298454436,0.7070369374827924
NCO55,12.8,0,0.091221855,11,105.5938,OUT045,2002,2,1,1,2143.876,11,0,2,0,8.249515624999999,0,0,0.091221855,1,0,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,27,4,1.4855419864483128,0.789515591461208
NCC30,16.6,0,0.027622076,9,177.6344,OUT049,1999,1,0,1,2676.516,14,0,2,0,10.700867469879517,0,0,0.027622076,3,0,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,25,1,0.437156048419027,1.1942892233862865
FDI16,14.0,1,0.0,5,53.064,OUT035,2004,2,1,1,905.488,9,0,1,0,3.7902857142857145,0,1,0.07180951248765893,0,0,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,0,21,4,1.0,0.38884016095267754
FDP16,18.6,0,0.039355947,5,246.3802,OUT049,1999,1,0,1,7370.406,14,0,1,0,13.246247311827956,1,0,0.039355947,2,3,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,1,21,1,0.5480603563039598,1.805414530068462
FDB11,16.0,0,0.060836524,15,226.8404,OUT035,2004,2,1,1,6301.1312,9,0,1,0,14.177525,1,0,0.060836524,2,0,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,1,31,4,0.8334891217647873,1.5147745940697785
NCB06,17.6,0,0.082316506,8,160.692,OUT035,2004,2,1,1,1597.92,9,0,2,0,9.130227272727272,0,0,0.082316506,3,3,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,24,4,1.3642447209439892,1.2072295044997157
FDA45,21.25,0,0.155350299,13,178.237,OUT035,2004,2,1,1,529.311,9,0,1,0,8.387623529411764,0,0,0.155350299,3,3,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,29,4,2.1733274231158206,1.2169645191116858
NCO26,7.235,0,0.076841095,9,117.5492,OUT035,2004,2,1,1,1969.4364,9,0,2,0,16.24729785763649,0,0,0.076841095,1,1,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,25,4,1.2161124111884658,0.7903184449502982
DRJ25,14.6,0,0.151419185,14,50.3692,OUT017,2007,2,1,1,1034.6532,6,2,0,0,3.449945205479452,0,0,0.151419185,0,0,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,0,30,4,2.166041164991528,0.37199271782920795
FDR28,13.85,1,0.026001976,5,161.521,OUT018,2009,1,2,2,1794.331,4,2,1,0,11.66216606498195,0,0,0.026001976,3,0,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,37,2,0.36209653984865386,1.1835868316982778
FDI04,13.65,1,0.073209447,5,197.6426,OUT018,2009,1,2,2,2768.3964,4,2,1,0,14.479311355311355,1,0,0.073209447,2,0,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,37,2,1.0194951123304403,1.4482771821782312
DRK12,9.5,0,0.041683481,14,31.29,OUT027,1985,1,2,3,898.83,28,1,0,0,3.2936842105263158,0,0,0.041683481,0,2,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,0,62,2,0.5962793667535736,0.23108669863479897
FDX20,7.365,0,0.042560252,6,226.172,OUT046,1997,2,0,1,3169.208,16,1,1,0,30.709029192124913,1,0,0.042560252,2,1,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,1,22,3,0.5805946651058012,1.567327510489027
NCI18,18.35,0,0.014081156,9,223.5746,OUT018,2009,1,2,2,3589.9936,4,2,2,0,12.183901907356947,1,0,0.014081156,2,3,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,1,41,2,0.22285300040923328,1.503158934321841
FDB36,5.465,1,0.0,0,132.5626,OUT018,2009,1,2,2,262.3252,4,2,1,0,24.25665141811528,0,1,0.07329699719383698,4,1,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,32,2,1.0,1.0400473355929472
FDN13,18.6,0,0.152918384,2,99.8358,OUT017,2007,2,1,1,1910.1802,6,2,1,0,5.367516129032258,0,0,0.152918384,1,3,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,18,4,1.764649925431313,0.7235241417041159
DRD24,13.85,0,0.030969274,14,140.9154,OUT017,2007,2,1,1,1701.7848,6,2,0,0,10.174397111913358,0,0,0.030969274,4,0,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,30,4,0.44301336276444647,1.0407054833110307
FDQ28,14.0,1,0.060376776,5,154.5656,OUT013,1987,0,2,1,2471.4496,26,1,1,0,11.0404,0,0,0.060376776,4,0,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,21,0,0.8407907797783233,1.132619342336559
FDM22,14.0,1,0.04192285,13,54.764,OUT013,1987,0,2,1,1331.6,26,1,1,0,3.911714285714286,0,0,0.04192285,0,0,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,0,29,0,0.586494394582215,0.3739170033417998
FDR07,21.35,0,0.077367431,6,97.0094,OUT027,1985,1,2,3,1808.9786,28,1,1,0,4.543765807962529,0,0,0.077367431,1,3,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,54,2,1.0554241476657886,0.6722560767735803
FDV25,5.905,0,0.045838211,3,222.5456,OUT018,2009,1,2,2,3315.684,4,2,1,0,37.68765453005927,1,0,0.045838211,2,1,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,1,35,2,0.638316042400397,1.6054256049428526
DRF49,7.27,0,0.071077939,14,114.2518,OUT046,1997,2,0,1,2618.5914,16,1,0,0,15.715515818431914,0,0,0.071077939,1,1,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,30,3,1.0167650935167611,0.8437862344226056
FDW51,6.155,1,0.094659871,10,214.556,OUT046,1997,2,0,1,2769.728,16,1,1,0,34.858813972380176,1,0,0.094659871,2,1,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,26,3,1.4850718007911727,1.5293624244922341
DRL01,19.5,1,0.077608838,14,233.4958,OUT017,2007,2,1,1,5375.0034,6,2,0,0,11.97414358974359,1,0,0.077608838,2,3,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,30,4,1.110189160476321,1.7244414690665164
FDP25,15.2,0,0.021327477,3,216.8824,OUT017,2007,2,1,1,2838.9712,6,2,1,0,14.268578947368422,1,0,0.021327477,2,0,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,1,19,4,0.2969939361949683,1.5645717471900487
FDL50,12.15,1,0.042485444,3,125.0046,OUT018,2009,1,2,2,1743.0644,4,2,1,0,10.288444444444444,0,0,0.042485444,4,2,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,35,2,0.5916273755470887,0.9017728752023824
NCB30,14.6,0,0.025578526,9,198.8084,OUT027,1985,1,2,3,5555.4352,28,1,2,0,13.617013698630137,1,0,0.025578526,2,0,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,1,57,2,0.40481415482830985,1.3366483611207638
FDW11,12.6,0,0.0489808,1,61.9194,OUT018,2009,1,2,2,619.194,4,2,1,0,4.914238095238096,0,0,0.0489808,0,2,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,0,33,2,0.6652856845262348,0.4379338433493652
NCM43,14.5,0,0.019471688,11,164.821,OUT035,2004,2,1,1,2120.573,9,0,2,0,11.366965517241379,0,0,0.019471688,3,0,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,27,4,0.31709517495584555,1.2323521769292114
FDK44,16.6,0,0.122918852,6,173.0738,OUT017,2007,2,1,1,3823.0236,6,2,1,0,10.426132530120482,0,0,0.122918852,3,0,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,22,4,1.6768234763302043,1.1993674198613258
FDM15,11.8,1,0.057373797,10,151.4366,OUT013,1987,0,2,1,1360.2294,26,1,1,0,12.833610169491525,0,0,0.057373797,4,2,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,26,0,0.9001090655301778,1.079445206532843
FDS31,13.1,1,0.044155597,6,178.8318,OUT013,1987,0,2,1,3969.4996,26,1,1,0,13.65128244274809,0,0,0.044155597,3,0,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,22,0,0.6023579008122818,1.2392692282434234
FDI32,17.7,0,0.291865402,6,115.1834,OUT010,1998,2,2,0,345.5502,15,0,1,0,6.507536723163843,0,0,0.291865402,1,3,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,6,5,3.9815435145957316,0.798198325043161
FDR47,17.85,0,0.0,1,196.5794,OUT010,1998,2,2,0,585.2382,15,0,1,0,11.012851540616245,1,1,0.07362370954198473,2,3,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,1,1,5,1.0,1.3903360201376658
FDB35,12.3,1,0.064750025,15,92.6804,OUT045,2002,2,1,1,1010.6844,11,0,1,0,7.5349918699186995,0,0,0.064750025,1,2,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,31,4,0.887105934446518,0.6188929101175307
NCU05,11.8,0,0.098312421,8,81.4618,OUT010,1998,2,2,0,161.1236,15,0,2,0,6.903542372881355,0,0,0.098312421,0,2,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,0,8,5,1.6293475983112424,0.6119974139948157
DRY23,9.395,1,0.191013663,14,42.1112,OUT019,1985,2,0,0,42.6112,28,1,0,0,4.482299095263438,0,0,0.191013663,0,2,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,0,14,3,2.7324374856054012,0.31100473581175286
FDO24,11.1,0,0.176573035,0,157.4604,OUT045,2002,2,1,1,3010.7476,11,0,1,0,14.185621621621621,0,0,0.176573035,4,2,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,16,4,2.4090077596636763,1.2353881824994357
FDQ28,14.0,1,0.060134441,5,153.0656,OUT027,1985,1,2,3,6024.1584,28,1,1,0,10.933257142857142,0,0,0.060134441,4,0,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,53,2,0.8374160876016893,1.1216277050414245
FDV39,11.3,0,0.007294652,10,198.1426,OUT045,2002,2,1,1,988.713,11,0,1,0,17.534743362831858,1,0,0.007294652,2,2,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,1,26,4,0.11444217985237831,1.4123671541751102
NCO17,10.0,0,0.128478462,8,117.944,OUT019,1985,2,0,0,239.688,28,1,2,0,11.7944,0,0,0.128478462,1,2,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,2,8,3,2.1292942576851224,0.8860769464485753
FDU50,5.75,1,0.075107656,4,112.8176,OUT013,1987,0,2,1,1374.2112,26,1,1,0,19.620452173913044,0,0,0.075107656,1,1,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,20,0,0.9917779634659167,0.7662625526463536
FDT12,6.215,1,0.049381406,0,226.8062,OUT027,1985,1,2,3,4739.8302,28,1,1,0,36.493354786806115,1,0,0.049381406,2,1,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,48,2,0.6737166308383522,1.7794550197865846
FDK58,11.35,1,0.045165796,13,100.0016,OUT018,2009,1,2,2,1012.016,4,2,1,0,8.810713656387666,0,0,0.045165796,1,2,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,45,2,0.6318627235706501,0.6827897633734812
FDO08,11.1,1,0.09415375,6,165.7526,OUT019,1985,2,0,0,657.8104,28,1,1,0,14.932666666666668,0,0,0.09415375,3,2,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,2,6,3,1.2844182630710297,1.148632942694425
NCW29,14.0,0,0.028907832,8,130.431,OUT049,1999,1,0,1,778.986,14,0,2,0,9.316500000000001,0,0,0.028907832,4,0,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,24,1,0.479094158830499,0.9798879315796829
FDE04,19.75,1,0.018059621,5,179.766,OUT045,2002,2,1,1,2336.958,11,0,1,0,9.102075949367087,0,0,0.018059621,3,3,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,21,4,0.2514934355403638,1.3172817799980971
NCB19,6.525,0,0.090436094,9,85.0882,OUT049,1999,1,0,1,2233.0932,14,0,2,0,13.040337164750957,0,0,0.090436094,0,1,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,0,25,1,1.431271331216802,0.5720734288929229
